go_id	rep_id	n_input	n_readout	disc_QC_med	STCRC_mol	STCRC_dM1	STCRC_dM2	USZ_mol	USZ_dM1	USZ_dM2
GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	16	16	0.0470	0.4700	3.56	2.25	0.2344	28.91	12.36
GOBP_AMINO_ACID_METABOLIC_PROCESS	GOBP_AMINO_ACID_METABOLIC_PROCESS	65	65	0.1166	0.8725	28.79	6.39	0.7137	78.96	8.54
GOBP_AMINO_ACID_NEUROTRANSMITTER_REUPTAKE	GOBP_AMINO_ACID_NEUROTRANSMITTER_REUPTAKE	2	2	0.0094	-0.0042	-0.01	-0.04	0.0087	0.24	0.36
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	30	30	0.0473	0.5935	0.16	1.50	0.3973	58.84	17.79
GOBP_AMINO_ACID_TRANSPORT	GOBP_AMINO_ACID_TRANSPORT	44	43	0.0544	0.7003	4.33	4.53	0.5489	68.53	23.77
GOBP_AMINO_SUGAR_BIOSYNTHETIC_PROCESS	GOBP_AMINO_SUGAR_BIOSYNTHETIC_PROCESS	3	2	0.0243	0.2826	2.85	1.53	0.0515	0.89	0.92
GOBP_AMINO_SUGAR_CATABOLIC_PROCESS	GOBP_AMINO_SUGAR_CATABOLIC_PROCESS	4	4	0.0226	0.0658	0.09	-0.13	0.0576	14.85	24.34
GOBP_AMINO_SUGAR_METABOLIC_PROCESS	GOBP_AMINO_SUGAR_METABOLIC_PROCESS	13	12	0.0299	0.5168	4.01	0.64	0.2405	43.59	23.06
GOBP_AMMONIUM_HOMEOSTASIS	GOBP_AMMONIUM_HOMEOSTASIS	3	2	0.0722	0.0189	-0.01	0.00	0.0081	-0.24	-0.15
GOBP_AMMONIUM_ION_METABOLIC_PROCESS	GOBP_AMMONIUM_ION_METABOLIC_PROCESS	8	7	0.0335	0.3647	1.66	1.52	0.1483	8.66	4.47
GOBP_AMMONIUM_TRANSMEMBRANE_TRANSPORT	GOBP_AMMONIUM_TRANSMEMBRANE_TRANSPORT	4	4	0.0960	0.0606	3.33	2.23	0.0632	1.48	3.31
GOBP_AMPA_GLUTAMATE_RECEPTOR_CLUSTERING	GOBP_AMPA_GLUTAMATE_RECEPTOR_CLUSTERING	4	3	0.0037	0.0775	0.25	2.36	0.0826	0.42	1.25
GOBP_AMPA_SELECTIVE_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	GOBP_AMPA_SELECTIVE_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	2	1	0.0038	0.0316	0.12	0.02	0.0308	0.56	1.20
GOBP_AMP_BIOSYNTHETIC_PROCESS	GOBP_AMP_BIOSYNTHETIC_PROCESS	3	2	0.0293	0.3341	2.46	5.22	0.1048	44.34	36.00
GOBP_AMP_CATABOLIC_PROCESS	GOBP_AMP_CATABOLIC_PROCESS	2	1	0.0503	nan	nan	nan	-0.0064	0.08	0.24
GOBP_AMP_METABOLIC_PROCESS	GOBP_AMP_METABOLIC_PROCESS	5	5	0.0360	0.3564	1.96	1.32	0.1259	33.80	14.18
GOBP_AMYLIN_RECEPTOR_SIGNALING_PATHWAY	GOBP_AMYLIN_RECEPTOR_SIGNALING_PATHWAY	3	2	0.0229	0.1503	0.81	1.13	0.0768	-0.11	0.29
GOBP_AMYLOID_BETA_CLEARANCE	GOBP_AMYLOID_BETA_CLEARANCE	12	11	0.0521	0.5773	0.34	0.42	0.5235	5.23	1.70
GOBP_AMYLOID_BETA_CLEARANCE_BY_CELLULAR_CATABOLIC_PROCESS	GOBP_AMYLOID_BETA_CLEARANCE_BY_CELLULAR_CATABOLIC_PROCESS	4	3	0.0175	0.1736	0.00	-0.03	0.0786	4.62	8.36
GOBP_AMYLOID_BETA_FORMATION	GOBP_AMYLOID_BETA_FORMATION	12	11	0.0670	0.4579	-1.20	-1.26	0.4163	20.99	10.14
GOBP_AMYLOID_BETA_METABOLIC_PROCESS	GOBP_AMYLOID_BETA_METABOLIC_PROCESS	17	16	0.0562	0.6128	2.05	0.29	0.4353	19.65	1.00
GOBP_AMYLOID_FIBRIL_FORMATION	GOBP_AMYLOID_FIBRIL_FORMATION	12	12	0.0587	0.7143	8.57	7.98	0.6176	23.59	6.35
GOBP_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS	GOBP_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS	4	3	0.0267	0.4065	-0.86	-1.83	0.2821	2.62	3.24
GOBP_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	GOBP_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	14	13	0.0765	0.6364	4.23	1.89	0.5005	33.19	12.16
GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS	GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS	19	18	0.0566	0.7030	9.14	2.80	0.6244	33.34	10.03
GOBP_ANAGEN	GOBP_ANAGEN	2	2	0.0051	0.0145	-0.65	-0.96	0.0595	9.29	20.55
GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	6	5	0.0578	0.5132	3.36	8.89	0.2384	58.80	36.64
GOBP_ANATOMICAL_STRUCTURE_ARRANGEMENT	GOBP_ANATOMICAL_STRUCTURE_ARRANGEMENT	7	7	0.0694	0.3281	2.05	2.52	0.2699	5.08	9.53
GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	367	366	0.1528	0.9710	72.09	2.58	0.9505	88.78	4.96
GOBP_ANATOMICAL_STRUCTURE_MATURATION	GOBP_ANATOMICAL_STRUCTURE_MATURATION	79	78	0.0843	0.8255	22.28	8.50	0.7149	66.50	18.19
GOBP_ANATOMICAL_STRUCTURE_REGRESSION	GOBP_ANATOMICAL_STRUCTURE_REGRESSION	5	4	0.0165	0.1876	-1.13	-0.57	0.1217	6.85	13.27
GOBP_ANDROGEN_BIOSYNTHETIC_PROCESS	GOBP_ANDROGEN_BIOSYNTHETIC_PROCESS	3	2	0.0156	0.0871	-0.18	-0.10	0.0483	5.00	9.23
GOBP_ANDROGEN_CATABOLIC_PROCESS	GOBP_ANDROGEN_CATABOLIC_PROCESS	3	2	0.0106	0.1085	-0.01	-0.17	0.1069	3.40	8.35
GOBP_ANDROGEN_METABOLIC_PROCESS	GOBP_ANDROGEN_METABOLIC_PROCESS	9	9	0.0897	0.4088	-0.11	-0.19	0.2707	13.45	9.11
GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	8	8	0.0347	0.3364	0.70	-0.29	0.2125	1.46	0.33
GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING	GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING	10	10	0.0686	0.5742	1.96	2.40	0.4318	21.62	10.91
GOBP_ANGIOTENSIN_ACTIVATED_SIGNALING_PATHWAY	GOBP_ANGIOTENSIN_ACTIVATED_SIGNALING_PATHWAY	6	6	0.0834	0.4853	1.52	-0.31	0.1563	3.13	3.99
GOBP_ANIMAL_ORGAN_FORMATION	GOBP_ANIMAL_ORGAN_FORMATION	21	21	0.0424	0.5320	16.52	10.87	0.4182	53.68	9.64
GOBP_ANIMAL_ORGAN_MATURATION	GOBP_ANIMAL_ORGAN_MATURATION	11	11	0.0310	0.0907	-1.23	-1.92	0.1678	25.62	14.72
GOBP_ANIMAL_ORGAN_MORPHOGENESIS	GOBP_ANIMAL_ORGAN_MORPHOGENESIS	304	304	0.1618	0.9654	67.15	1.67	0.9298	91.72	3.98
GOBP_ANIMAL_ORGAN_REGENERATION	GOBP_ANIMAL_ORGAN_REGENERATION	16	15	0.0364	0.7049	6.04	5.99	0.5133	37.37	7.43
GOBP_ANOIKIS	GOBP_ANOIKIS	8	8	0.0577	0.4612	0.55	0.31	0.3422	49.59	25.45
GOBP_ANTERIOR_COMMISSURE_MORPHOGENESIS	GOBP_ANTERIOR_COMMISSURE_MORPHOGENESIS	3	2	0.0284	0.0914	0.01	0.07	0.0496	28.45	32.09
GOBP_ANTERIOR_HEAD_DEVELOPMENT	GOBP_ANTERIOR_HEAD_DEVELOPMENT	2	2	0.0052	0.1258	0.28	0.83	0.0159	9.20	7.74
GOBP_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION	GOBP_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION	17	16	0.0377	0.5942	8.62	11.00	0.3849	54.79	15.03
GOBP_ANTERIOR_POSTERIOR_AXON_GUIDANCE	GOBP_ANTERIOR_POSTERIOR_AXON_GUIDANCE	4	3	0.0093	0.0937	0.16	-0.36	0.0363	0.04	0.02
GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION	GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION	66	65	0.0605	0.8176	23.07	4.07	0.6512	76.07	20.76
GOBP_ANTEROGRADE_AXONAL_TRANSPORT	GOBP_ANTEROGRADE_AXONAL_TRANSPORT	10	9	0.0310	0.5920	1.01	0.18	0.5064	33.96	25.93
GOBP_ANTEROGRADE_DENDRITIC_TRANSPORT	GOBP_ANTEROGRADE_DENDRITIC_TRANSPORT	3	2	0.0221	0.1447	0.19	0.45	0.0435	4.85	5.04
GOBP_ANTEROGRADE_DENDRITIC_TRANSPORT_OF_NEUROTRANSMITTER_RECEPTOR_COMPLEX	GOBP_ANTEROGRADE_DENDRITIC_TRANSPORT	3	2	0.0221	0.1447	0.19	0.45	0.0435	4.85	5.04
GOBP_ANTEROGRADE_NEURONAL_DENSE_CORE_VESICLE_TRANSPORT	GOBP_ANTEROGRADE_NEURONAL_DENSE_CORE_VESICLE_TRANSPORT	2	1	0.0029	0.0157	0.02	-0.26	0.0138	5.88	13.72
GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE	GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE	26	26	0.1694	0.7010	38.66	1.97	0.8249	28.14	5.10
GOBP_ANTIBACTERIAL_INNATE_IMMUNE_RESPONSE	GOBP_ANTIBACTERIAL_INNATE_IMMUNE_RESPONSE	2	2	0.0046	-0.0145	-8.51	0.00	0.0076	-1.11	-0.91
GOBP_ANTIBACTERIAL_PEPTIDE_PRODUCTION	GOBP_ANTIBACTERIAL_PEPTIDE_PRODUCTION	4	4	0.1134	0.1263	0.03	0.58	0.0618	8.15	4.41
GOBP_ANTIBODY_DEPENDENT_CELLULAR_CYTOTOXICITY	GOBP_ANTIBODY_DEPENDENT_CELLULAR_CYTOTOXICITY	4	3	0.1114	0.3648	3.50	0.48	0.3039	5.93	0.09
GOBP_ANTIFUNGAL_HUMORAL_RESPONSE	GOBP_ANTIFUNGAL_HUMORAL_RESPONSE	5	5	0.0159	0.1416	0.32	0.47	0.0878	-0.11	-0.20
GOBP_ANTIFUNGAL_INNATE_IMMUNE_RESPONSE	GOBP_ANTIFUNGAL_INNATE_IMMUNE_RESPONSE	7	6	0.0048	0.2507	0.87	3.92	0.2223	0.07	0.14
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION	36	35	0.1386	0.8915	61.53	5.91	0.8721	59.81	6.50
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_ENDOGENOUS_LIPID_ANTIGEN_VIA_MHC_CLASS_IB	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_ENDOGENOUS_LIPID_ANTIGEN_VIA_MHC_CLASS_IB	2	2	0.0039	0.0073	-0.02	0.18	0.0193	-0.03	0.04
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN	10	9	0.1603	0.8440	59.12	7.13	0.7056	28.06	3.99
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN	7	7	0.1295	0.8107	44.66	9.55	0.6011	24.16	5.91
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN	17	17	0.1149	0.8674	73.59	8.29	0.8238	47.45	9.50
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN	15	15	0.1694	0.8832	72.73	11.58	0.8519	55.78	10.53
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	3	3	0.0258	0.5879	2.81	1.55	0.3508	-0.77	-0.73
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II	12	11	0.1601	0.8535	68.23	5.66	0.7819	14.53	2.93
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_LIPID_ANTIGEN_VIA_MHC_CLASS_IB	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_ENDOGENOUS_LIPID_ANTIGEN_VIA_MHC_CLASS_IB	2	2	0.0039	0.0073	-0.02	0.18	0.0193	-0.03	0.04
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	22	22	0.1638	0.8788	63.21	4.21	0.8270	51.25	5.70
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	10	10	0.0650	0.8178	26.00	9.26	0.7012	20.70	6.26
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_IB	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_IB	6	5	0.0746	0.8173	43.27	10.91	0.6745	10.82	8.04
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	13	13	0.0958	0.8340	73.96	9.74	0.8272	53.94	10.75
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB	8	7	0.1175	0.7850	34.46	6.71	0.6699	19.91	3.70
GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	58	58	0.0796	0.7907	12.71	2.67	0.8356	39.84	7.05
GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE	GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE	42	42	0.1142	0.7274	7.11	0.93	0.5510	4.40	1.19
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	61	61	0.1505	0.8210	48.53	0.71	0.7279	15.54	0.98
GOBP_ANTIMICROBIAL_PEPTIDE_PRODUCTION	GOBP_ANTIMICROBIAL_PEPTIDE_PRODUCTION	5	5	0.0364	0.3338	-6.13	-6.40	0.0920	0.46	0.10
GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE	GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE	13	13	0.0670	0.6057	39.56	34.30	0.3745	38.76	20.11
GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH	GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH	4	3	0.0089	0.0568	-0.04	-0.13	0.0107	-0.03	0.04
GOBP_AORTA_DEVELOPMENT	GOBP_AORTA_DEVELOPMENT	20	20	0.0467	0.7076	4.69	2.31	0.5522	36.56	19.41
GOBP_AORTA_MORPHOGENESIS	GOBP_AORTA_MORPHOGENESIS	11	11	0.0387	0.6355	17.61	18.54	0.4637	15.87	0.79
GOBP_AORTA_SMOOTH_MUSCLE_TISSUE_MORPHOGENESIS	GOBP_AORTA_SMOOTH_MUSCLE_TISSUE_MORPHOGENESIS	2	2	0.1550	0.3887	6.58	2.21	0.1099	-0.17	-0.03
GOBP_AORTIC_VALVE_MORPHOGENESIS	GOBP_AORTIC_VALVE_MORPHOGENESIS	15	14	0.0607	0.5036	26.93	6.59	0.4047	38.94	26.13
GOBP_APICAL_JUNCTION_ASSEMBLY	GOBP_APICAL_JUNCTION_ASSEMBLY	25	25	0.0612	0.8194	21.28	11.28	0.5555	64.88	10.14
GOBP_APICAL_PROTEIN_LOCALIZATION	GOBP_APICAL_PROTEIN_LOCALIZATION	5	5	0.0730	0.2914	-0.02	0.03	0.3263	19.15	8.71
GOBP_APOLIPOPROTEIN_A_I_MEDIATED_SIGNALING_PATHWAY	GOBP_APOLIPOPROTEIN_A_I_MEDIATED_SIGNALING_PATHWAY	2	1	0.0178	0.0950	-0.31	-0.55	0.0298	0.68	0.56
GOBP_APOPTOTIC_CELL_CLEARANCE	GOBP_APOPTOTIC_CELL_CLEARANCE	13	12	0.0249	0.7456	8.66	8.90	0.5684	16.30	5.77
GOBP_APOPTOTIC_CHROMOSOME_CONDENSATION	GOBP_APOPTOTIC_CHROMOSOME_CONDENSATION	2	1	0.0340	0.1588	-0.17	-0.22	-0.0057	-0.97	-0.91
GOBP_APOPTOTIC_DNA_FRAGMENTATION	GOBP_APOPTOTIC_DNA_FRAGMENTATION	4	3	0.0096	0.0395	0.11	0.34	0.0323	0.23	-0.20
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES	GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES	23	22	0.0671	0.7762	19.31	9.75	0.5979	44.38	14.57
GOBP_APOPTOTIC_PROCESS	GOBP_APOPTOTIC_PROCESS	488	487	0.2488	0.9866	82.18	1.48	0.9709	96.88	1.86
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	12	12	0.0319	0.4377	1.71	1.70	0.3301	4.36	1.36
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_HEART_MORPHOGENESIS	GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_HEART_MORPHOGENESIS	4	3	0.0559	0.1144	-0.11	-0.42	0.1241	0.35	0.22
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS	GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS	9	9	0.0303	0.3830	1.22	1.93	0.2868	1.46	-1.12
GOBP_APOPTOTIC_PROCESS_IN_BONE_MARROW_CELL	GOBP_APOPTOTIC_PROCESS_IN_BONE_MARROW_CELL	2	1	0.0097	0.0125	0.08	-0.06	0.0255	7.81	30.46
GOBP_APOPTOTIC_SIGNALING_PATHWAY	GOBP_APOPTOTIC_SIGNALING_PATHWAY	151	151	0.1960	0.9578	43.65	1.89	0.9222	87.20	4.96
GOBP_APPENDAGE_DEVELOPMENT	GOBP_APPENDAGE_DEVELOPMENT	49	48	0.0997	0.7705	17.11	4.82	0.6672	71.88	13.84
GOBP_APPENDAGE_MORPHOGENESIS	GOBP_APPENDAGE_MORPHOGENESIS	41	40	0.0519	0.7058	22.17	16.80	0.5721	57.72	1.27
GOBP_ARACHIDONATE_METABOLIC_PROCESS	GOBP_ARACHIDONATE_METABOLIC_PROCESS	13	13	0.0607	0.3937	2.07	0.44	0.3282	18.12	6.81
GOBP_ARACHIDONATE_SECRETION	GOBP_ARACHIDONATE_SECRETION	11	10	0.0904	0.4173	3.99	0.53	0.2380	23.36	5.99
GOBP_ARF_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_ARF_PROTEIN_SIGNAL_TRANSDUCTION	2	2	0.0144	0.0719	0.00	-0.11	0.0165	0.01	-0.20
GOBP_ARGININE_CATABOLIC_PROCESS	GOBP_ARGININE_CATABOLIC_PROCESS	3	3	0.0394	0.0997	0.02	-0.03	0.0439	4.03	3.75
GOBP_ARGININE_METABOLIC_PROCESS	GOBP_ARGININE_METABOLIC_PROCESS	8	7	0.0477	0.5524	8.29	1.70	0.1935	32.84	9.95
GOBP_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS	GOBP_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS	7	6	0.0197	0.1606	2.95	0.78	0.1029	2.95	6.00
GOBP_AROMATIC_AMINO_ACID_METABOLIC_PROCESS	GOBP_AROMATIC_AMINO_ACID_METABOLIC_PROCESS	11	10	0.0220	0.3555	7.08	1.92	0.1149	4.87	9.37
GOBP_AROMATIC_AMINO_ACID_TRANSPORT	GOBP_AROMATIC_AMINO_ACID_TRANSPORT	4	3	0.0215	0.2793	7.49	8.10	0.0912	3.12	6.64
GOBP_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	GOBP_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	7	6	0.0160	0.3788	0.77	1.11	0.2311	10.97	8.81
GOBP_ARTERIAL_ENDOTHELIAL_CELL_DIFFERENTIATION	GOBP_ARTERIAL_ENDOTHELIAL_CELL_DIFFERENTIATION	2	1	0.0024	0.0398	0.05	0.43	0.0462	3.05	0.44
GOBP_ARTERY_DEVELOPMENT	GOBP_ARTERY_DEVELOPMENT	37	36	0.0735	0.8153	23.54	4.99	0.7225	55.50	11.87
GOBP_ARTERY_MORPHOGENESIS	GOBP_ARTERY_MORPHOGENESIS	26	25	0.0537	0.7370	9.41	7.99	0.6368	43.20	17.68
GOBP_ARTERY_SMOOTH_MUSCLE_CONTRACTION	GOBP_ARTERY_SMOOTH_MUSCLE_CONTRACTION	4	4	0.0079	0.1182	1.59	6.50	0.0353	-0.09	0.10
GOBP_ARTICULAR_CARTILAGE_DEVELOPMENT	GOBP_ARTICULAR_CARTILAGE_DEVELOPMENT	2	2	0.0522	0.0225	2.67	0.39	0.0528	-0.07	-0.36
GOBP_ASCENDING_AORTA_DEVELOPMENT	GOBP_ASCENDING_AORTA_DEVELOPMENT	2	1	0.0416	0.0237	0.10	0.06	0.0386	0.57	0.45
GOBP_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	GOBP_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	5	4	0.0221	0.2932	-0.07	0.28	0.2359	12.09	12.99
GOBP_ASPARTATE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	GOBP_ASPARTATE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	4	4	0.0286	0.2837	1.10	2.06	0.1193	22.88	5.96
GOBP_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	GOBP_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	11	11	0.0540	0.4895	9.20	12.45	0.3459	29.99	14.67
GOBP_ASPARTATE_METABOLIC_PROCESS	GOBP_ASPARTATE_METABOLIC_PROCESS	2	2	0.0655	0.2523	1.50	0.94	0.1294	9.26	6.52
GOBP_ASPARTATE_TRANSMEMBRANE_TRANSPORT	GOBP_ASPARTATE_TRANSMEMBRANE_TRANSPORT	6	5	0.0245	0.2259	1.24	2.45	0.1865	28.07	25.79
GOBP_ASSOCIATIVE_LEARNING	GOBP_ASSOCIATIVE_LEARNING	25	25	0.1048	0.5098	0.04	-0.07	0.2833	23.05	13.53
GOBP_ASTRAL_MICROTUBULE_ORGANIZATION	GOBP_ASTRAL_MICROTUBULE_ORGANIZATION	2	2	0.0384	0.2223	0.18	0.52	0.0558	15.42	11.33
GOBP_ASTROCYTE_ACTIVATION	GOBP_ASTROCYTE_ACTIVATION	7	7	0.0283	0.3391	0.16	0.14	0.2423	-0.98	0.02
GOBP_ASTROCYTE_CELL_MIGRATION	GOBP_ASTROCYTE_CELL_MIGRATION	3	2	0.0657	0.2128	-0.04	-0.28	0.0747	0.59	0.08
GOBP_ASTROCYTE_DEVELOPMENT	GOBP_ASTROCYTE_DEVELOPMENT	12	11	0.0362	0.6387	19.64	12.60	0.4727	14.12	9.26
GOBP_ASTROCYTE_DIFFERENTIATION	GOBP_ASTROCYTE_DIFFERENTIATION	26	26	0.0524	0.5890	2.59	1.34	0.5359	6.75	0.27
GOBP_ASYMMETRIC_CELL_DIVISION	GOBP_ASYMMETRIC_CELL_DIVISION	3	2	0.0212	0.0561	0.27	0.42	0.0459	15.16	9.76
GOBP_ATF6_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	GOBP_ATF6_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	3	2	0.1490	0.3322	-0.15	0.04	0.1775	0.77	-1.54
GOBP_ATP_BIOSYNTHETIC_PROCESS	GOBP_ATP_BIOSYNTHETIC_PROCESS	17	17	0.0635	0.9211	30.31	2.73	0.7767	65.42	16.04
GOBP_ATP_EXPORT	GOBP_ATP_EXPORT	5	4	0.0196	0.1650	-0.92	0.15	0.0732	1.94	2.25
GOBP_ATP_METABOLIC_PROCESS	GOBP_ATP_METABOLIC_PROCESS	49	48	0.1199	0.9390	44.55	4.66	0.8528	77.78	8.31
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	22	21	0.1144	0.9426	53.31	6.83	0.8073	85.45	16.35
GOBP_ATP_TRANSPORT	GOBP_ATP_TRANSPORT	8	7	0.0212	0.4161	-0.03	-0.45	0.1527	9.16	11.29
GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	3	3	0.0953	0.0463	0.00	0.00	0.0519	-0.01	-0.01
GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_TO_AV_NODE_CELL_COMMUNICATION	GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_TO_AV_NODE_CELL_COMMUNICATION	7	6	0.0846	0.2396	-0.56	-0.17	0.2756	8.34	6.73
GOBP_ATRIAL_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	GOBP_ATRIAL_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	9	8	0.0260	0.2583	3.70	1.63	0.1099	3.62	6.66
